Source,Target,Weight
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385106862404.jpg,Slowing Down,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385106862404.jpg,Good,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385106862404.jpg,NoImpairments,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385106862404.jpg,Clear,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385106862404.jpg,4,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,Urban,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,Daytime,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,Clear,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,Dry,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,Crosswalk,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,Pedestrian Crossing,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,Few,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,Cars,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,True,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,In Motion,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,None,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,Forward,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,Moving,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,Good,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,NoImpairments,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,Two-Way,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385112162404.jpg,1,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Commercial,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Daytime,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Sunny,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Dry,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Street Parking,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Bike Lane,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Crosswalk,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Pedestrian Crossing,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Few,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,False,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Pickup Truck,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Cars,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,SUV,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Parked,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,None,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Two-Way,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Forward,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Moving,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Good,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,NoImpairments,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,Clear,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385114762404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,Urban,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,Daytime,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,Clear,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,Dry,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,None,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,Not Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,Few,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,Cars,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,True,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,In Motion,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,Forward,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,Moving,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,Good,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,NoImpairments,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,Two-Way,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385118762404.jpg,1,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Commercial,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Daytime,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Sunny,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Dry,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Street Parking,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Bike Lane,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Crosswalk,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,None,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,SignNotVisible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Few,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,False,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Pickup Truck,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Cars,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,SUV,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Parked,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Two-Way,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Forward,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Moving,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Good,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,NoImpairments,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,Clear,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385122512404.jpg,1,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,Urban,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,Daytime,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,Clear,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,Dry,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,None,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,Not Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,Few,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,Cars,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,True,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,In Motion,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,Forward,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,Moving,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,Good,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,NoImpairments,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,Two-Way,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385123612404.jpg,1,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Commercial,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Daytime,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Sunny,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Dry,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Street Parking,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Bike Lane,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,None,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,SignNotVisible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Few,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,True,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Pickup Truck,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Cars,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,SUV,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Van,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Parked,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,In Motion,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,False,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Two-Way,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Forward,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Moving,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Good,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,NoImpairments,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,Clear,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385127912404.jpg,1,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,Urban,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,Daytime,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,Clear,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,Dry,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,None,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,Not Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,Few,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,Cars,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,True,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,In Motion,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,Forward,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,Moving,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,Good,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,NoImpairments,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,Two-Way,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385128512404.jpg,1,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Commercial,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Daytime,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Sunny,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Dry,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Street Parking,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Bike Lane,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Crosswalk,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Directional Sign,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,No Left Turn,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Few,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,True,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Pickup Truck,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Cars,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,SUV,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Parked,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,In Motion,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,None,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,False,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Two-Way,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Forward,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Moving,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Good,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,NoImpairments,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,Clear,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385134862404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,Urban,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,Daytime,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,Clear,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,Dry,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,Crosswalk,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,Few,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,Cars,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,Bicycle,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,True,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,In Motion,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,None,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,Forward,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,Moving,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,Good,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,NoImpairments,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,Two-Way,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385137762404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Commercial,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Daytime,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Sunny,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Dry,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Street Parking,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Bike Lane,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Crosswalk,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Pedestrian Crossing,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Few,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,True,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Cars,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,SUV,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Parked,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,In Motion,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,None,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,In Vehicle Lane,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,False,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Two-Way,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Forward,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Moving,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Good,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,NoImpairments,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,Clear,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385138862404.jpg,3,1
Bicyclist,Presence,1
Bicyclist,Location,1
Location,In Vehicle Lane,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,Urban,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,Daytime,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,Clear,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,Dry,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,Crosswalk,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,Turn Right,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,Few,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,Cars,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,True,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,Parked,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,None,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,Turning Left,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,Turning,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,Good,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,NoImpairments,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,Two-Way,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385143862404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,Commercial,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,Daytime,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,Sunny,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,Dry,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,Crosswalk,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,Directional Signs,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,Few,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,True,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,Cars,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,Truck,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,In Motion,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,None,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,False,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,Two-Way,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,Left Turn,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,Turning Left,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,Good,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,NoImpairments,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,Clear,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385145362404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,Urban,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,Daytime,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,Clear,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,Dry,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,Crosswalk,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,Directional,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,Few,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,Trucks,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,Cars,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,True,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,Parked,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,Moving,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,None,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,Turning Left,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,Turning,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,Good,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,NoImpairments,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,Two-Way,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385146362404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,Commercial,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,Daytime,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,Sunny,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,Dry,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,2,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,Visible,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,Crosswalk,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,Directional Signs,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,Few,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,True,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,Cars,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,Truck,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,In Motion,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,Multiple,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,Visible on Sidewalk,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,None,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,False,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,Two-Way,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,Left Turn,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,Turning Left,1
n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385151662404.jpg,Good,1
