Source,Target
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867518012404.jpg,Clear
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867518012404.jpg,4
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,Urban
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,Daytime
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,Overcast
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,Dry
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,3
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,Visible
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,Turn Lane
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,Road Construction
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,None
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,Not Applicable
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,Multiple
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,False
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,Sedan
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,Delivery Truck
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,Utility Vehicle
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,In Queue
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,Two-Way
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,Forward
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,Good
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,NoImpairments
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,Clear
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867524012404.jpg,5
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Urban
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Daytime
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Overcast
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Dry
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,3
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Visible
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Construction Zone
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Left Turn Only Lane
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Traffic Light
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Green
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Multiple
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,True
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Sedan
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,SUV
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Delivery Truck
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,In Motion
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Visible on Sidewalk
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,False
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,None
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,One-Way
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Forward
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Moving
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Good
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,NoImpairments
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,Clear
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867530362404.jpg,2
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Urban
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Daytime
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Overcast
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Dry
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,3
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Visible
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Turn Lane
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Road Construction
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Traffic Light
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Green
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Multiple
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,True
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Sedan
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,SUV
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Delivery Truck
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,In Motion
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,None
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,False
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Two-Way
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Forward
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Proceeding through intersection
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Good
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,NoImpairments
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,Clear
n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867531862404.jpg,5
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,Suburban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,Cloudy
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,1
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,SignNotVisible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,Multiple
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,Truck
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,SUV
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,Pickup Truck
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,Blocking Parts of the Road
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967832412404.jpg,4
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,Suburban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,Partly Cloudy
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,Street Parking
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,Not Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,Multiple
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,Commercial Delivery Truck
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,Cars
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967836262404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,Suburban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,Cloudy
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,SignNotVisible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,Few
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,Van
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967845012404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,Suburban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,Partly Cloudy
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,Not Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,Single
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,Van
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846662404.jpg,1
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,Suburban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,Cloudy
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,SignNotVisible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,Few
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,Van
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967846862404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,Suburban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,Partly Cloudy
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,Not Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,Single
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,Van
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967848862404.jpg,1
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,Suburban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,Cloudy
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,SignNotVisible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,Few
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,Truck
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,Blocking Parts of the Road
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,Visible on Sidewalk
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,Making a Left Turn
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,Turning
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967929862404.jpg,5
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,Suburban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,Partly Cloudy
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,Bus Stop
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,Few
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,Truck
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,Visible on Sidewalk
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967931262404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,Suburban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,Cloudy
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,Speed Limit
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,Few
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,Car
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967933612404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,Suburban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,Partly Cloudy
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,Not Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,Few
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,Car
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,In Motion
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967935862404.jpg,1
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,Suburban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,Cloudy
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,Pedestrian Crossing
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,Few
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,False
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,Truck
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967942512404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,Suburban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,Partly Cloudy
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,Not Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,Few
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,Truck
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,Car
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,True
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,Parked
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,In Motion
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,Forward
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,Moving
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,Good
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,NoImpairments
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,Two-Way
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,Clear
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967943912404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,Suburban
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,Daytime
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,Cloudy
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,Dry
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,2
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,Visible
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,None
n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967946162404.jpg,Pedestrian Crossing
